,0,1,2,3,4,5
0,-11.531085220775154,0.38167872708265693,-0.3509218695181358,1.7610823594331517,0.05444120304602207,-0.2399440761385228
1,-7.818798885093538,0.9137150561257321,-0.5495255308554087,1.2232155765848973,-0.20891308892685137,-0.5239098313759301
2,-11.494519521017818,1.5255170025442069,-1.1988950254424529,1.3110900047756082,-0.4567324007712566,-0.4461840287307091
3,-9.214924958517955,1.2862722061755205,-0.911561707255492,1.1850538602638994,-0.36983154464355883,-0.5068486876691091
4,-7.5707590560676525,0.9819093669581781,-0.670733709451774,1.11202659744074,-0.3217709664925705,-0.5844562502206601
5,-9.556322406392741,1.6235481625029409,-1.5024488007966963,0.6332792229927943,-0.6626392507414053,-0.253287058925018
6,-8.10246914435111,0.6996579529102336,-0.42938357321084186,1.354708476756754,-0.16643013878384144,-0.5652357772756345
7,-8.06796748380489,1.5541767970080436,-0.8733195815048622,1.1640786432364765,-0.369844967001663,-0.6490013617097303
8,-11.217291811159754,0.8555653093250581,-1.0157612540788206,1.20365884382504,-0.398981008719977,-0.27753014761756745
9,-8.117750372553935,1.374975963618875,-0.8838903191081665,1.1222577591233975,-0.41687909842636334,-0.6522296047937015
10,-14.579565445359288,1.0836991112924956,-1.2673275378116724,1.5926826379134869,-0.46996851661806816,-0.3283613300612639
11,-11.90239899523285,1.1851907860345454,-1.1553893407616778,1.3320304132600065,-0.4765677030968096,-0.42822783697411815
12,-11.617333984658462,1.337720753002312,-1.3374641968152337,1.1002782303614254,-0.5608249898377121,-0.33154336869333956
13,-9.765314505438127,1.1513265460296211,-0.9621628430105926,1.0975560524271633,-0.3452864465537243,-0.3034233373871158
14,-8.766064083631868,1.2766170457996706,-0.9823304580855992,1.03622642814208,-0.4376370852963396,-0.4954511709952456
15,-8.21155343241241,0.9856435452767515,-0.9887545024044305,0.8442303041830127,-0.5005414401297148,-0.4383676569648694
16,-10.803177878810535,1.1014718313646479,-0.9804080036723735,1.332209981680308,-0.41361016651700844,-0.49659758256009745
17,-7.729396568942153,1.5837687540185805,-1.0525565547267641,0.7671053471122653,-0.37656026524425024,-0.28185988088413605
18,-6.034798076022589,0.9670125871623225,-0.49453626184592747,0.9428425241225283,-0.1650578547186614,-0.4152411221782825
19,-8.941364368577581,1.304935951085188,-1.0268140187582466,0.938692391818154,-0.3902660007208123,-0.308316492672986
20,-5.865736391245124,1.580501204904787,-1.0821453327394481,0.46929314367052477,-0.4858111115475385,-0.35806826847296774
21,-3.830020159062961,1.884676718495526,-0.6791614122373799,0.6826304638500817,-0.2314783632670463,-0.5498627999662423
22,-9.46697014103688,1.8869822260743563,-1.263720805411288,0.9529346188885197,-0.45334016889209705,-0.3480036483460571
