,GC=F,DX-Y.NYB,CL=F,CPI
2010-04-30,1180.0999755859375,81.87000274658203,86.1500015258789,217.403
2010-05-03,1182.699951171875,82.2699966430664,86.19000244140625,217.29
2010-05-04,1168.5999755859375,83.30000305175781,82.73999786376953,217.29
2010-05-05,1174.5999755859375,84.08000183105469,79.97000122070312,217.29
2010-05-06,1196.9000244140625,84.88999938964844,77.11000061035156,217.29
2010-05-07,1210.0,84.44999694824219,75.11000061035156,217.29
2010-05-10,1200.4000244140625,84.16000366210938,76.80000305175781,217.29
2010-05-11,1219.9000244140625,84.47000122070312,76.37000274658203,217.29
2010-05-12,1242.699951171875,84.83000183105469,75.6500015258789,217.29
2010-05-13,1228.800048828125,85.20999908447266,74.4000015258789,217.29
2010-05-14,1227.4000244140625,86.0999984741211,71.61000061035156,217.29
2010-05-17,1227.699951171875,86.20999908447266,70.08000183105469,217.29
2010-05-18,1214.300048828125,87.16000366210938,69.41000366210938,217.29
2010-05-19,1192.5999755859375,86.38999938964844,69.87000274658203,217.29
2010-05-20,1187.800048828125,85.56999969482422,68.01000213623047,217.29
2010-05-21,1175.699951171875,85.37000274658203,70.04000091552734,217.29
2010-05-24,1193.800048828125,86.20999908447266,70.20999908447266,217.29
2010-05-25,1197.800048828125,86.77999877929688,68.75,217.29
2010-05-26,1213.300048828125,87.12000274658203,71.51000213623047,217.29
2010-05-27,1211.9000244140625,86.18000030517578,74.55000305175781,217.29
2010-05-28,1212.199951171875,86.4800033569336,73.97000122070312,217.29
2010-06-01,1224.800048828125,86.63999938964844,72.58000183105469,217.199
2010-06-02,1220.5999755859375,86.79000091552734,72.86000061035156,217.199
2010-06-03,1208.300048828125,87.13999938964844,74.61000061035156,217.199
2010-06-04,1216.199951171875,88.2300033569336,71.51000213623047,217.199
2010-06-07,1239.300048828125,88.4000015258789,71.44000244140625,217.199
2010-06-08,1244.0,88.38999938964844,71.98999786376953,217.199
2010-06-09,1228.5,87.9000015258789,74.37999725341797,217.199
2010-06-10,1220.800048828125,87.16999816894531,75.4800033569336,217.199
2010-06-11,1228.9000244140625,87.51000213623047,73.77999877929688,217.199
2010-06-14,1223.300048828125,86.51000213623047,75.12000274658203,217.199
2010-06-15,1233.199951171875,85.9800033569336,76.94000244140625,217.199
2010-06-16,1229.300048828125,86.08000183105469,77.66999816894531,217.199
2010-06-17,1247.5,85.69000244140625,76.79000091552734,217.199
2010-06-18,1257.199951171875,85.69999694824219,77.18000030517578,217.199
2010-06-21,1239.699951171875,85.93000030517578,77.81999969482422,217.199
2010-06-22,1239.9000244140625,86.11000061035156,77.20999908447266,217.199
2010-06-23,1234.0999755859375,85.73999786376953,76.3499984741211,217.199
2010-06-24,1245.5,85.7300033569336,76.51000213623047,217.199
2010-06-25,1255.800048828125,85.30999755859375,78.86000061035156,217.199
2010-06-28,1238.199951171875,85.6500015258789,78.25,217.199
2010-06-29,1242.0,86.02999877929688,75.94000244140625,217.199
2010-06-30,1245.5,86.0199966430664,75.62999725341797,217.199
2010-07-01,1206.300048828125,84.72000122070312,72.94999694824219,217.605
2010-07-02,1207.4000244140625,84.43000030517578,72.13999938964844,217.605
2010-07-06,1194.800048828125,84.08000183105469,71.9800033569336,217.605
2010-07-07,1198.5999755859375,83.81999969482422,74.06999969482422,217.605
2010-07-08,1195.800048828125,83.81999969482422,75.44000244140625,217.605
2010-07-09,1209.5999755859375,83.94999694824219,76.08999633789062,217.605
2010-07-12,1198.5,84.19999694824219,74.94999694824219,217.605
2010-07-13,1213.300048828125,83.63999938964844,77.1500015258789,217.605
2010-07-14,1206.800048828125,83.43000030517578,77.04000091552734,217.605
2010-07-15,1208.0999755859375,82.55999755859375,76.62000274658203,217.605
2010-07-16,1188.0,82.48999786376953,76.01000213623047,217.605
2010-07-19,1181.699951171875,82.51000213623047,76.54000091552734,217.605
2010-07-20,1191.5,82.75,77.44000244140625,217.605
2010-07-21,1191.5999755859375,83.38999938964844,76.55999755859375,217.605
2010-07-22,1195.5,82.5999984741211,79.30000305175781,217.605
2010-07-23,1187.699951171875,82.45999908447266,78.9800033569336,217.605
2010-07-26,1183.0,82.08999633789062,78.9800033569336,217.605
2010-07-27,1158.0,82.18000030517578,77.5,217.605
2010-07-28,1160.4000244140625,82.18000030517578,76.98999786376953,217.605
2010-07-29,1168.4000244140625,81.63999938964844,78.36000061035156,217.605
2010-07-30,1181.699951171875,81.54000091552734,78.94999694824219,217.605
2010-08-02,1183.4000244140625,80.94000244140625,81.33999633789062,217.923
2010-08-03,1185.199951171875,80.5999984741211,82.55000305175781,217.923
2010-08-04,1193.699951171875,80.88999938964844,82.47000122070312,217.923
2010-08-05,1197.199951171875,80.81999969482422,82.01000213623047,217.923
2010-08-06,1203.4000244140625,80.41000366210938,80.69999694824219,217.923
2010-08-09,1200.699951171875,80.70999908447266,81.4800033569336,217.923
2010-08-10,1196.199951171875,80.80000305175781,80.25,217.923
2010-08-11,1197.5,82.29000091552734,78.0199966430664,217.923
2010-08-12,1214.800048828125,82.63999938964844,75.73999786376953,217.923
2010-08-13,1214.9000244140625,82.94999694824219,75.38999938964844,217.923
2010-08-16,1224.5,82.52999877929688,75.23999786376953,217.923
2010-08-17,1226.5999755859375,82.2300033569336,75.7699966430664,217.923
2010-08-18,1229.699951171875,82.22000122070312,75.41999816894531,217.923
2010-08-19,1233.800048828125,82.44999694824219,74.43000030517578,217.923
2010-08-20,1227.199951171875,83.05999755859375,73.45999908447266,217.923
2010-08-23,1226.9000244140625,83.12000274658203,73.0999984741211,217.923
2010-08-24,1231.800048828125,83.1500015258789,71.62999725341797,217.923
2010-08-25,1239.5,83.26000213623047,72.5199966430664,217.923
2010-08-26,1235.4000244140625,82.93000030517578,73.36000061035156,217.923
2010-08-27,1236.0,82.91999816894531,75.16999816894531,217.923
2010-08-30,1237.0999755859375,83.16000366210938,74.69999694824219,217.923
2010-08-31,1248.300048828125,83.19999694824219,71.91999816894531,217.923
2010-09-01,1246.300048828125,82.5199966430664,73.91000366210938,218.275
2010-09-02,1251.5,82.45999908447266,75.0199966430664,218.275
2010-09-03,1249.199951171875,83.0999984741211,74.5999984741211,218.275
2010-09-07,1257.300048828125,82.81999969482422,74.08999633789062,218.275
2010-09-08,1255.5999755859375,82.58999633789062,74.66999816894531,218.275
2010-09-09,1248.9000244140625,82.66999816894531,74.25,218.275
2010-09-10,1244.5,82.69999694824219,76.44999694824219,218.275
2010-09-13,1245.0999755859375,81.91000366210938,77.19000244140625,218.275
2010-09-14,1269.699951171875,81.08000183105469,76.80000305175781,218.275
2010-09-15,1266.699951171875,81.48999786376953,76.0199966430664,218.275
2010-09-16,1271.9000244140625,81.23999786376953,74.56999969482422,218.275
2010-09-17,1275.5999755859375,81.4000015258789,73.66000366210938,218.275
2010-09-20,1279.0,81.33999633789062,74.86000061035156,218.275
2010-09-21,1272.4000244140625,80.44000244140625,73.5199966430664,218.275
2010-09-22,1290.199951171875,79.83000183105469,74.70999908447266,218.275
2010-09-23,1294.300048828125,80.01000213623047,75.18000030517578,218.275
2010-09-24,1296.0,79.38999938964844,76.48999786376953,218.275
2010-09-27,1296.699951171875,79.33999633789062,76.5199966430664,218.275
2010-09-28,1306.5999755859375,79.01000213623047,76.18000030517578,218.275
2010-09-29,1308.5,78.69000244140625,77.86000061035156,218.275
2010-09-30,1307.800048828125,78.72000122070312,79.97000122070312,218.275
2010-10-01,1316.0999755859375,78.08999633789062,81.58000183105469,219.035
2010-10-04,1315.4000244140625,78.44999694824219,81.47000122070312,219.035
2010-10-05,1338.9000244140625,77.75,82.81999969482422,219.035
2010-10-06,1346.4000244140625,77.38999938964844,83.2300033569336,219.035
2010-10-07,1333.9000244140625,77.38999938964844,81.66999816894531,219.035
2010-10-08,1344.199951171875,77.31999969482422,82.66000366210938,219.035
2010-10-11,1353.300048828125,77.44000244140625,82.20999908447266,219.035
2010-10-12,1345.699951171875,77.36000061035156,81.66999816894531,219.035
2010-10-13,1369.5,77.06999969482422,83.01000213623047,219.035
2010-10-14,1376.699951171875,76.6500015258789,82.69000244140625,219.035
2010-10-15,1371.0999755859375,77.04000091552734,81.25,219.035
2010-10-18,1371.199951171875,76.93000030517578,83.08000183105469,219.035
2010-10-19,1335.0999755859375,78.18000030517578,79.48999786376953,219.035
2010-10-20,1343.300048828125,77.16999816894531,81.7699966430664,219.035
2010-10-21,1324.699951171875,77.41999816894531,80.55999755859375,219.035
2010-10-22,1324.4000244140625,77.47000122070312,81.69000244140625,219.035
2010-10-25,1338.300048828125,77.0999984741211,82.5199966430664,219.035
2010-10-26,1338.0,77.70999908447266,82.55000305175781,219.035
2010-10-27,1322.199951171875,78.1500015258789,81.94000244140625,219.035
2010-10-28,1342.0999755859375,77.30999755859375,82.18000030517578,219.035
2010-10-29,1357.0999755859375,77.2699966430664,81.43000030517578,219.035
2010-11-01,1350.199951171875,77.30000305175781,82.94999694824219,219.59
2010-11-02,1356.4000244140625,76.72000122070312,83.9000015258789,219.59
2010-11-03,1337.0999755859375,76.4800033569336,84.69000244140625,219.59
2010-11-04,1382.699951171875,75.87999725341797,86.48999786376953,219.59
2010-11-05,1397.300048828125,76.55000305175781,86.8499984741211,219.59
2010-11-08,1402.800048828125,77.02999877929688,87.05999755859375,219.59
2010-11-09,1409.800048828125,77.44000244140625,86.72000122070312,219.59
2010-11-10,1399.0999755859375,77.62999725341797,87.80999755859375,219.59
2010-11-11,1403.0999755859375,78.22000122070312,87.80999755859375,219.59
2010-11-12,1365.4000244140625,78.08000183105469,84.87999725341797,219.59
2010-11-15,1368.4000244140625,78.5199966430664,84.86000061035156,219.59
2010-11-16,1338.300048828125,79.20999908447266,82.33999633789062,219.59
2010-11-17,1336.800048828125,79.08000183105469,80.44000244140625,219.59
2010-11-18,1352.9000244140625,78.62000274658203,81.8499984741211,219.59
2010-11-19,1352.199951171875,78.5,81.51000213623047,219.59
2010-11-22,1357.699951171875,78.68000030517578,81.73999786376953,219.59
2010-11-23,1377.5,79.68000030517578,81.25,219.59
2010-11-24,1372.9000244140625,79.87000274658203,83.86000061035156,219.59
2010-11-26,1362.300048828125,80.36000061035156,83.76000213623047,219.59
2010-11-29,1366.0,80.83999633789062,85.7300033569336,219.59
2010-11-30,1385.0,81.19999694824219,84.11000061035156,219.59
2010-12-01,1387.300048828125,80.70999908447266,86.75,220.472
2010-12-02,1388.5,80.30000305175781,88.0,220.472
2010-12-03,1405.4000244140625,79.37999725341797,89.19000244140625,220.472
2010-12-06,1415.300048828125,79.56999969482422,89.37999725341797,220.472
2010-12-07,1408.300048828125,79.86000061035156,88.69000244140625,220.472
2010-12-08,1382.5,80.0,88.27999877929688,220.472
2010-12-09,1392.0999755859375,80.06999969482422,88.37000274658203,220.472
2010-12-10,1384.300048828125,80.06999969482422,87.79000091552734,220.472
2010-12-13,1397.300048828125,79.27999877929688,88.61000061035156,220.472
2010-12-14,1403.5999755859375,79.37000274658203,88.27999877929688,220.472
2010-12-15,1385.5,80.26000213623047,88.62000274658203,220.472
2010-12-16,1370.4000244140625,80.18000030517578,87.69999694824219,220.472
2010-12-17,1378.5999755859375,80.37000274658203,88.0199966430664,220.472
2010-12-20,1385.5,80.62999725341797,88.80999755859375,220.472
2010-12-21,1388.199951171875,80.72000122070312,89.81999969482422,220.472
2010-12-22,1386.800048828125,80.7300033569336,90.4800033569336,220.472
2010-12-23,1380.0,80.5,91.51000213623047,220.472
2010-12-27,1382.4000244140625,80.37000274658203,91.0,220.472
2010-12-28,1405.199951171875,80.36000061035156,91.48999786376953,220.472
2010-12-29,1413.0999755859375,79.80000305175781,91.12000274658203,220.472
2010-12-30,1405.5999755859375,79.5199966430664,89.83999633789062,220.472
2010-12-31,1421.0999755859375,79.02999877929688,91.37999725341797,220.472
2011-01-03,1422.5999755859375,79.12999725341797,91.55000305175781,221.187
2011-01-04,1378.5,79.44000244140625,89.37999725341797,221.187
2011-01-05,1373.4000244140625,80.26000213623047,90.30000305175781,221.187
2011-01-06,1371.4000244140625,80.79000091552734,88.37999725341797,221.187
2011-01-07,1368.5,81.01000213623047,88.02999877929688,221.187
2011-01-10,1373.699951171875,80.87999725341797,89.25,221.187
2011-01-11,1384.0,80.8499984741211,91.11000061035156,221.187
2011-01-12,1385.699951171875,80.02999877929688,91.86000061035156,221.187
2011-01-13,1386.9000244140625,79.19000244140625,91.4000015258789,221.187
2011-01-14,1360.4000244140625,79.16000366210938,91.54000091552734,221.187
2011-01-18,1368.0999755859375,78.95999908447266,91.37999725341797,221.187
2011-01-19,1370.199951171875,78.63999938964844,90.86000061035156,221.187
2011-01-20,1346.5,78.81999969482422,88.86000061035156,221.187
2011-01-21,1341.0,78.20999908447266,89.11000061035156,221.187
2011-01-24,1344.5,78.05000305175781,87.87000274658203,221.187
2011-01-25,1332.300048828125,78.0,86.19000244140625,221.187
2011-01-26,1333.0,77.9000015258789,87.33000183105469,221.187
2011-01-27,1318.4000244140625,77.7300033569336,85.63999938964844,221.187
2011-01-28,1340.699951171875,78.12999725341797,89.33999633789062,221.187
2011-01-31,1333.800048828125,77.73999786376953,92.19000244140625,221.187
2011-02-01,1339.5999755859375,77.06999969482422,90.7699966430664,221.898
2011-02-02,1331.5,77.16000366210938,90.86000061035156,221.898
2011-02-03,1352.300048828125,77.75,90.54000091552734,221.898
2011-02-04,1348.300048828125,78.04000091552734,89.02999877929688,221.898
2011-02-07,1347.5999755859375,78.02999877929688,87.4800033569336,221.898
2011-02-08,1363.4000244140625,78.0,86.94000244140625,221.898
2011-02-09,1364.800048828125,77.63999938964844,86.70999908447266,221.898
2011-02-10,1361.9000244140625,78.25,86.7300033569336,221.898
2011-02-11,1359.9000244140625,78.45999908447266,85.58000183105469,221.898
2011-02-14,1364.5999755859375,78.61000061035156,84.80999755859375,221.898
2011-02-15,1373.5999755859375,78.56999969482422,84.31999969482422,221.898
2011-02-16,1374.699951171875,78.22000122070312,84.98999786376953,221.898
2011-02-17,1384.699951171875,78.0,86.36000061035156,221.898
2011-02-18,1388.199951171875,77.66000366210938,86.19999694824219,221.898
2011-02-22,1400.5,77.7699966430664,93.56999969482422,221.898
2011-02-23,1413.4000244140625,77.41000366210938,98.0999984741211,221.898
2011-02-24,1415.300048828125,77.05999755859375,97.27999877929688,221.898
2011-02-25,1408.699951171875,77.27999877929688,97.87999725341797,221.898
2011-02-28,1409.300048828125,76.88999938964844,96.97000122070312,221.898
2011-03-01,1430.699951171875,77.05000305175781,99.62999725341797,223.046
2011-03-02,1437.199951171875,76.66999816894531,102.2300033569336,223.046
2011-03-03,1416.0,76.4800033569336,101.91000366210938,223.046
2011-03-04,1428.199951171875,76.4000015258789,104.41999816894531,223.046
2011-03-07,1434.0999755859375,76.5,105.44000244140625,223.046
2011-03-08,1426.9000244140625,76.80000305175781,105.0199966430664,223.046
2011-03-09,1429.300048828125,76.72000122070312,104.37999725341797,223.046
2011-03-10,1412.199951171875,77.27999877929688,102.69999694824219,223.046
2011-03-11,1421.5,76.77999877929688,101.16000366210938,223.046
2011-03-14,1424.5999755859375,76.3499984741211,101.19000244140625,223.046
2011-03-15,1392.5999755859375,76.33000183105469,97.18000030517578,223.046
2011-03-16,1396.0,76.68000030517578,97.9800033569336,223.046
2011-03-17,1404.0,76.04000091552734,101.41999816894531,223.046
2011-03-18,1415.9000244140625,75.72000122070312,101.06999969482422,223.046
2011-03-21,1426.199951171875,75.4000015258789,102.33000183105469,223.046
2011-03-22,1427.5,75.43000030517578,104.0,223.046
2011-03-23,1437.9000244140625,75.79000091552734,105.75,223.046
2011-03-24,1434.800048828125,75.66000366210938,105.5999984741211,223.046
2011-03-25,1426.0999755859375,76.22000122070312,105.4000015258789,223.046
2011-03-28,1419.800048828125,76.12999725341797,103.9800033569336,223.046
2011-03-29,1416.0,76.25,104.79000091552734,223.046
2011-03-30,1423.800048828125,76.12000274658203,104.2699966430664,223.046
2011-03-31,1438.9000244140625,75.86000061035156,106.72000122070312,223.046
2011-04-01,1428.0999755859375,75.83000183105469,107.94000244140625,224.093
2011-04-04,1432.199951171875,75.91000366210938,108.47000122070312,224.093
2011-04-05,1451.800048828125,75.87999725341797,108.33999633789062,224.093
2011-04-06,1457.699951171875,75.51000213623047,108.83000183105469,224.093
2011-04-07,1458.5,75.58999633789062,110.30000305175781,224.093
2011-04-08,1473.4000244140625,75.06999969482422,112.79000091552734,224.093
2011-04-11,1467.4000244140625,75.05999755859375,109.91999816894531,224.093
2011-04-12,1452.9000244140625,74.8499984741211,106.25,224.093
2011-04-13,1454.9000244140625,74.9800033569336,107.11000061035156,224.093
2011-04-14,1471.699951171875,74.68000030517578,108.11000061035156,224.093
2011-04-15,1485.300048828125,74.83000183105469,109.66000366210938,224.093
2011-04-18,1492.300048828125,75.5,107.12000274658203,224.093
2011-04-19,1494.5,75.02999877929688,108.1500015258789,224.093
2011-04-20,1498.300048828125,74.37000274658203,111.44999694824219,224.093
2011-04-21,1503.199951171875,74.0,112.29000091552734,224.093
2011-04-25,1508.5999755859375,73.98999786376953,112.27999877929688,224.093
2011-04-26,1503.0,73.83999633789062,112.20999908447266,224.093
2011-04-27,1516.699951171875,73.5199966430664,112.76000213623047,224.093
2011-04-28,1530.800048828125,73.12000274658203,112.86000061035156,224.093
2011-04-29,1556.0,72.93000030517578,113.93000030517578,224.093
2011-05-02,1556.699951171875,72.94999694824219,113.5199966430664,224.806
2011-05-03,1540.0999755859375,73.13999938964844,111.05000305175781,224.806
2011-05-04,1514.9000244140625,73.02999877929688,109.23999786376953,224.806
2011-05-05,1480.9000244140625,74.19000244140625,99.80000305175781,224.806
2011-05-06,1491.199951171875,74.83999633789062,97.18000030517578,224.806
2011-05-09,1502.9000244140625,74.73999786376953,102.55000305175781,224.806
2011-05-10,1516.5999755859375,74.61000061035156,103.87999725341797,224.806
2011-05-11,1501.0999755859375,75.33000183105469,98.20999908447266,224.806
2011-05-12,1506.5999755859375,75.23999786376953,98.97000122070312,224.806
2011-05-13,1493.4000244140625,75.76000213623047,99.6500015258789,224.806
2011-05-16,1490.4000244140625,75.47000122070312,97.37000274658203,224.806
2011-05-17,1479.800048828125,75.4000015258789,96.91000366210938,224.806
2011-05-18,1495.5999755859375,75.47000122070312,100.0999984741211,224.806
2011-05-19,1492.199951171875,75.12000274658203,98.44000244140625,224.806
2011-05-20,1508.800048828125,75.43000030517578,99.48999786376953,224.806
2011-05-23,1515.300048828125,76.0999984741211,97.69999694824219,224.806
2011-05-24,1523.199951171875,75.87999725341797,99.58999633789062,224.806
2011-05-25,1526.5999755859375,75.93000030517578,101.31999969482422,224.806
2011-05-26,1522.800048828125,75.55000305175781,100.2300033569336,224.806
2011-05-27,1536.300048828125,74.94999694824219,100.58999633789062,224.806
2011-05-31,1535.9000244140625,74.63999938964844,102.69999694824219,224.806
2011-06-01,1542.4000244140625,74.68000030517578,100.29000091552734,224.806
2011-06-02,1532.0,74.33000183105469,100.4000015258789,224.806
2011-06-03,1541.699951171875,73.77999877929688,100.22000122070312,224.806
2011-06-06,1546.5,73.94999694824219,99.01000213623047,224.806
2011-06-07,1543.300048828125,73.5199966430664,99.08999633789062,224.806
2011-06-08,1538.0999755859375,73.93000030517578,100.73999786376953,224.806
2011-06-09,1542.0999755859375,74.19000244140625,101.93000030517578,224.806
2011-06-10,1528.5999755859375,74.79000091552734,99.29000091552734,224.806
2011-06-13,1515.0,74.51000213623047,97.30000305175781,224.806
2011-06-14,1523.800048828125,74.33000183105469,99.37000274658203,224.806
2011-06-15,1525.5999755859375,75.5999984741211,94.80999755859375,224.806
2011-06-16,1529.300048828125,75.75,94.94999694824219,224.806
2011-06-17,1538.5999755859375,74.98999786376953,93.01000213623047,224.806
2011-06-20,1541.5,75.02999877929688,93.26000213623047,224.806
2011-06-21,1546.0,74.54000091552734,93.4000015258789,224.806
2011-06-22,1552.9000244140625,74.77999877929688,95.41000366210938,224.806
2011-06-23,1520.0999755859375,75.44999694824219,91.0199966430664,224.806
2011-06-24,1500.5,75.66999816894531,91.16000366210938,224.806
2011-06-27,1496.0,75.38999938964844,90.61000061035156,224.806
2011-06-28,1499.699951171875,75.05999755859375,92.88999938964844,224.806
2011-06-29,1509.9000244140625,74.69000244140625,94.7699966430664,224.806
2011-06-30,1502.300048828125,74.30000305175781,95.41999816894531,224.806
2011-07-01,1482.300048828125,74.3499984741211,94.94000244140625,225.395
2011-07-05,1512.300048828125,74.69000244140625,96.88999938964844,225.395
2011-07-06,1528.699951171875,75.12000274658203,96.6500015258789,225.395
2011-07-07,1530.199951171875,74.95999908447266,98.66999816894531,225.395
2011-07-08,1541.199951171875,75.18000030517578,96.19999694824219,225.395
2011-07-11,1548.800048828125,75.98999786376953,95.1500015258789,225.395
2011-07-12,1561.9000244140625,75.80999755859375,97.43000030517578,225.395
2011-07-13,1585.199951171875,75.20999908447266,98.05000305175781,225.395
2011-07-14,1589.0,75.25,95.69000244140625,225.395
2011-07-15,1589.800048828125,75.12999725341797,97.23999786376953,225.395
2011-07-18,1602.0999755859375,75.4800033569336,95.93000030517578,225.395
2011-07-19,1600.9000244140625,75.22000122070312,97.5,225.395
2011-07-20,1596.699951171875,74.79000091552734,98.13999938964844,225.395
2011-07-21,1586.800048828125,74.0199966430664,99.12999725341797,225.395
2011-07-22,1601.300048828125,74.19999694824219,99.87000274658203,225.395
2011-07-25,1612.0,74.05999755859375,99.19999694824219,225.395
2011-07-26,1616.5999755859375,73.47000122070312,99.58999633789062,225.395
2011-07-27,1615.0,74.08999633789062,97.4000015258789,225.395
2011-07-28,1613.4000244140625,74.22000122070312,97.44000244140625,225.395
2011-07-29,1628.300048828125,73.9000015258789,95.69999694824219,225.395
2011-08-01,1619.0,74.26000213623047,94.88999938964844,226.106
2011-08-02,1641.9000244140625,74.51000213623047,93.79000091552734,226.106
2011-08-03,1663.4000244140625,74.04000091552734,91.93000030517578,226.106
2011-08-04,1656.199951171875,75.12000274658203,86.62999725341797,226.106
2011-08-05,1648.800048828125,74.5999984741211,86.87999725341797,226.106
2011-08-08,1710.199951171875,74.79000091552734,81.30999755859375,226.106
2011-08-09,1740.0,74.61000061035156,79.30000305175781,226.106
2011-08-10,1781.300048828125,74.63999938964844,82.88999938964844,226.106
